Video ID,Post Caption,Post Timestamp,Play Count,Like Count,Comment Count,Share Count,Save Count,Repost Count,Video Duration (s),Video Dimensions,Video Definition,Video Codec,Canonical URL,Creator Username,Creator Nickname,Creator User ID,Creator SEC UID,Creator Verified,Creator Follower Count,Creator Following Count,Creator Total Heart Count,Creator Total Video Count,Music ID,Music Title,Music Author,Is Original Sound,Audio Play URL,Keywords,duration_s,aspect_ratio,avg_brightness,brightness_fluctuation,avg_contrast,avg_sharpness,avg_colorfulness,face_presence_ratio,avg_motion,motion_fluctuation,cuts_per_second,intro_brightness,intro_motion,audio_loudness_rms,audio_tempo_bpm,silence_ratio
7457850572377459976,"Let your home clean itself with the ultimate helper: a smart vacuum! 🏠✨ No more hassle, no more worries. With advanced object detection and scheduled cleaning sessions, our smart vacuum keeps your floors spotless—even when you’re not home. Say goodbye to manual cleaning and hello to a problem-free solution that fits right into your busy lifestyle. A clean home is just a tap away!",2025-01-09 17:49:15,657,7,1,2,1,0,27,576x1024,540p,h264,https://www.tiktok.com/@mowesmarthome/video/7457850572377459976,mowesmarthome,MoweSmartHome,7066216893920723969,MS4wLjABAAAAe4LgN_rxvIVukqWUfjOkVeWwd6BzaHpQ4NzYlIKnkIkS2NL3G1DpUUDmV3oW_Rpw,False,3142,5,58200,246,7457850609471933185,original sound - Mowe Smart Home Singapore,MoweSmartHome,True,https://v77.tiktokcdn.com/c4ed4b5825a5fa2a7d9a1e21ecdf3d56/68d6afe9/video/tos/alisg/tos-alisg-v-27dcd7/os7FAQFRIimADcAekfgHfIz3d5AmTD4ofAEAJG/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThHBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3dodGo5cjpzdzMzODU8NEBpM3dodGo5cjpzdzMzODU8NEBkZWMuMmRra3NgLS1kMS1zYSNkZWMuMmRra3NgLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232254A64747CF9C0BC80FEACD&btag=e00078000&cc=13,,27.3,0.56,102.00692441310743,31.555887765527636,55.391116445199245,88.46843608870144,15.292394328078084,0.05867970660146699,6.011562164397837,7.2481328050187805,0.29304029304029305,63.501684944058645,6.859044813368056,0.03601919569060131,[161.49902344],0.6433430515063168
7339811956792085768,What RGBIC light strip can do #smarthome #sgtiktok #tiktoksmarthome #sgsmarthome ,2024-02-26 15:39:10,723,5,0,4,0,0,17,576x1024,540p,h264,https://www.tiktok.com/@outsmartofficial/video/7339811956792085768,outsmartofficial,Outsmart® Home Automation,6909128772886234118,MS4wLjABAAAAC1KyS2V35rquqH2h4TYMAwUo_ffPPLra2pXjTgm-fpv0tFoORQ3pxi8zkawdsp_h,False,1009,0,5583,31,6777237779509151746,Swear By It,Chris Alan Lee,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b9ee9920519c4530b75d800e4152a347,"smarthome, sgtiktok, tiktoksmarthome, sgsmarthome",17.44,0.56,100.78670156141908,7.490571135356892,49.708319992395275,79.42644734518929,49.2335941486193,0.2950191570881226,2.235536446277006,2.9172466271824398,0.1146788990825688,108.81935972463347,3.118619634934413,0.035940772302663106,[95.703125],1.1539323680542553
7300403631340211463,Creating ambience with smart LED strips #tiktoksg #fyp #smarthome #homedecor #lights #smartlights #smartledstrip ,2023-11-12 10:54:41,717,8,0,1,0,0,31,576x1024,540p,h264,https://www.tiktok.com/@outsmartofficial/video/7300403631340211463,outsmartofficial,Outsmart® Home Automation,6909128772886234118,MS4wLjABAAAAC1KyS2V35rquqH2h4TYMAwUo_ffPPLra2pXjTgm-fpv0tFoORQ3pxi8zkawdsp_h,False,1009,0,5583,31,7300403746247379714,original sound - Outsmart® Home Automation,Outsmart® Home Automation,True,https://v16m.tiktokcdn.com/9fa68cb49151b93267664ec666e8a02d/68d6b011/video/tos/alisg/tos-alisg-v-27dcd7/okKBQidpguJj2Q8AgmfYATqVPfenouVBfGN4Fh/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThABkeKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aWg0PDg6NTk8N2ZmaDo0ZkBpanF0NnQ5cjQ2bzMzODU8NEBjY2MuYDU2NjIxMy4vLi0uYSNyZjNxMmQ0cTVgLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232329D9B514873FF5000C7A8C&btag=e00088000&cc=3,"tiktoksg, fyp, smarthome, homedecor, lights, smartlights, smartledstrip",31.0,0.56,89.61500150189846,28.32591005899242,36.304966288064534,61.01383958583348,48.213143349251595,0.02906350914962325,1.5291109937127876,3.378471527623885,0.06451612903225806,110.93840678650655,3.7759656364535115,0.049897638016596,[95.703125],0.5024855533611294
7547624841700969749,"Discover how smart homes are revolutionizing our neighborhoods and cities! From adaptive energy grids to intelligent streetlights, the future of urban living is here. Learn about the benefits, challenges, and potential of this groundbreaking technology. SmartCities SmartHomes UrbanPlanning SustainableLiving TechInnovation EnergyEfficiency FutureTech ConnectedCommunities UrbanDevelopment SmartTechnology",2025-09-08 15:59:20,105,0,0,0,0,0,41,576x1024,540p,h264,https://www.tiktok.com/@smarthomesolutionssg/video/7547624841700969749,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9464,0,138800,202,7547624895199677200,original sound - Smart Home Solutions Singapore,Smart Home Solutions Singapore,True,https://v16m.tiktokcdn.com/6243afaa35193fe9cefb0d381b25a66a/68d6b009/video/tos/alisg/tos-alisg-v-27dcd7/ooAm2fIFHAfjoeANQMm1jiAIGeJ1LGAmAFAiRI/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThRBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M21oc3c5cnA7NTMzODU8NEBpM21oc3c5cnA7NTMzODU8NEAtLWRrMmRrbXNhLS1kMS1zYSMtLWRrMmRrbXNhLS1kMS1zcw%3D%3D&vvpl=1&l=202509252323120DF0F8D76949FC0D89DF&btag=e00048000&cc=3,,41.8,0.56,103.07636986986441,27.198024412661066,61.78960653104272,172.25085884057697,41.6872795251181,0.88268156424581,5.006739570473571,12.653428870553105,0.8133971291866029,114.74857863437984,4.453196848174672,0.04905794427666094,[117.45383523],0.8360716033282376
7548765146634669319,"✨🏠 Living & Dining Room, Now the Ultimate Mood Setter｜Smart Home Experience Maxed Out Imagine this: You walk into the living room, the lights gently brighten, soft music begins to play, the curtains glide open gracefully — welcoming you into pure comfort. 🎶 Music Sync — RGB LED strips dance with the rhythm, turning your home into a live show 🌙 Soft Light Transitions — no more harsh on/off, lights fade in and out elegantly 🪟 Motorized Curtains — one-touch control for effortless elegance 🚶 Motion Sensing — lights on when you enter, off when you leave — smart and energy-saving Smart home isn’t just about “technology.” It’s about turning every gathering, every meal, every quiet moment into a cinematic experience. ✨ #smarthome #luxuryhomes #WholeHomeSmart #smartswitch #smartliving ",2025-09-11 17:44:13,102,3,0,0,1,0,111,1024x576,540p,h264,https://www.tiktok.com/@smart.home.in.sin/video/7548765146634669319,smart.home.in.sin,Smart home in Singapore,7548328047243215879,MS4wLjABAAAAmk_679bjx4RACKW6sFMzPYL6nsyjgaIJe9I8ZTDkmtsi6jSjKCk4vIJb10fxUy7f,False,0,5,12,3,7548765138922654482,original sound - Smart home in Singapore,Smart home in Singapore,True,https://v77.tiktokcdn.com/ce0a3743a3efbbd8f1cca94e4efa28ba/68d6b067/video/tos/alisg/tos-alisg-v-27dcd7/ooMhgQjQMWrPTCZIAQ8eENAATW4ZARDofeITUK/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThwBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2xwNHE5cnY8NjMzODU8NEBpM2xwNHE5cnY8NjMzODU8NEAuNmZrMmRjZy5hLS1kMS1zYSMuNmZrMmRjZy5hLS1kMS1zcw%3D%3D&vvpl=1&l=2025092523233638D9DCA5B390FE0C75BE&btag=e00050000&cc=13,"smarthome, luxuryhomes, wholehomesmart, smartswitch, smartliving",111.28,1.78,78.39437386877533,32.14524141393574,39.50528850348754,140.2159760804223,46.393764506709076,0.36085431941345236,1.2892160358563394,1.2898470699890778,0.0,124.1561126509523,0.8350254632289112,0.019734023982203284,[129.19921875],1.2206295410567773
7548382358760639762,"✨💡 Philips Hue Now Available｜Integrated with KNX System Redefine the ritual of living with smart lighting. 🌡️ Dual-color temperature control — Switch seamlessly from romantic dinners to focused work 📱 Remote app control — Manage your home lighting anytime, anywhere ⚡ Safe & energy-efficient — Smart management for a more comfortable and worry-free life 🌗 Circadian rhythm mode — Automatic light adjustment from dawn to midnight 🎙️ Voice-controlled whole-home scenes — One command, and lights, curtains, and AC move in sync 💡 Exclusive WiZ package offer — Step into your smart lighting lifestyle today! Smart lighting isn’t just about technology — it’s about making life more comfortable, stylish, and refined. Philips Hue × KNX — turning every moment at home into poetry. ✨#smarthome #luxuryhomes #WholeHomeSmart #philipshue #philipshomeliving ",2025-09-10 16:58:47,92,0,0,0,0,0,28,576x1024,540p,h264,https://www.tiktok.com/@smart.home.in.sin/video/7548382358760639762,smart.home.in.sin,Smart home in Singapore,7548328047243215879,MS4wLjABAAAAmk_679bjx4RACKW6sFMzPYL6nsyjgaIJe9I8ZTDkmtsi6jSjKCk4vIJb10fxUy7f,False,0,5,12,3,7548382381859539729,original sound - Smart home in Singapore,Smart home in Singapore,True,https://v16m.tiktokcdn.com/d4aafd0856df63019820d8ccb836f05a/68d6b01a/video/tos/alisg/tos-alisg-v-27dcd7/ogEJ3QoCTu2mhIOBDBEixwFDYAABJgffEPUAWc/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThuBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2s5OHk5cmxtNjMzODU8NEBpM2s5OHk5cmxtNjMzODU8NEA0MmVnMmQ0by1hLS1kMS1zYSM0MmVnMmQ0by1hLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232342478531FB76B7490DEDC6&btag=e00078000&cc=3,"smarthome, luxuryhomes, wholehomesmart, philipshue, philipshomeliving",28.3,0.56,34.945685410649524,16.8032567846826,43.466541459892795,280.1422559844259,48.63163358183424,0.25235849056603776,2.893258780553406,4.000901544021757,0.17667844522968199,39.367729808666084,1.772212294590326,0.19673441692767338,[123.046875],0.10239497447978013
7546774518530936071,"Discover how smart home technology is transforming the way we read! From voice-controlled lighting to mood-based book suggestions, the future of reading is here. Learn how you can create the perfect literary sanctuary with cutting-edge tech. SmartHomeReading BookTech ReadingRevolution TechForBookworms SmartLibrary FutureOfReading ReadingNook SmartHomeSolutions LiteraryTech BookLoversDream",2025-09-06 08:59:33,102,0,0,0,0,0,37,576x1024,540p,h264,https://www.tiktok.com/@smarthomesolutionssg/video/7546774518530936071,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9464,0,138800,202,7546774544246164240,original sound - Smart Home Solutions Singapore,Smart Home Solutions Singapore,True,https://v77.tiktokcdn.com/8a86c53318d91660eb3e09068df2547a/68d6b00b/video/tos/alisg/tos-alisg-v-27dcd7/o0k735dEAeJYAEdEYBFoChCDgVQgABG3f4uUUg/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThtBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajc0aWo5cndyNTMzODU8NEBpajc0aWo5cndyNTMzODU8NEBeNmdiMmRzYnFhLS1kMS1zYSNeNmdiMmRzYnFhLS1kMS1zcw%3D%3D&vvpl=1&l=2025092523231859F4EFFB923B390C6960&btag=e00048000&cc=13,,37.41,0.56,104.57735083386522,37.247957992038145,68.64818090858775,299.1115844995828,39.62616565634913,0.7047279214986619,10.035675420883045,16.115284944939823,1.3365410318096766,129.3890229213385,11.050940242814429,0.052976140202575794,[143.5546875],0.8989574367491423
7441895333245832466,"Curious about how a smart home works? 🤔 Or thinking of upgrading but not sure where to start? Let us guide you through the world of smart living! 💡✨ Discover how effortless and joyful life can be with a smart home—so easy, it’ll have you dancing! 💃🕺 Come experience it for yourself and take the first step toward smarter living today. 🏡 What are you waiting for? 🚀 Upgrade your lifestyle now! #Smarthome #smartswitch #smartkitchen #smartlights #Singapore #HomeAutomation #foryou ",2024-11-27 17:54:44,598,8,0,3,0,0,12,576x1024,540p,h264,https://www.tiktok.com/@mowesmarthome/video/7441895333245832466,mowesmarthome,MoweSmartHome,7066216893920723969,MS4wLjABAAAAe4LgN_rxvIVukqWUfjOkVeWwd6BzaHpQ4NzYlIKnkIkS2NL3G1DpUUDmV3oW_Rpw,False,3142,5,58200,246,7441895354645302017,original sound - Mowe Smart Home Singapore,MoweSmartHome,True,https://v77.tiktokcdn.com/c0a9e3bf782cdeca96950a1f84da1fa9/68d6afe0/video/tos/alisg/tos-alisg-v-27dcd7/oUBooEyEBHWY3A7nwifGBWAAGiLuAzAKF7vELG/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThgBkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajp2dXU5cnNodzMzODU8NEBpajp2dXU5cnNodzMzODU8NEBrYWQyMmRjbDBgLS1kMS1zYSNrYWQyMmRjbDBgLS1kMS1zcw%3D%3D&vvpl=1&l=202509252323001A69B6FB3702C20F6323&btag=e00070000&cc=13,"smarthome, smartswitch, smartkitchen, smartlights, singapore, homeautomation, foryou",12.68,0.56,111.00333330915706,25.38918578724368,76.03053842866198,200.94028485254967,38.50320871285728,0.7044854881266491,15.068829154400389,9.204750986543653,1.8138801261829653,76.97917102301955,14.171021487054185,0.21642824041303368,[129.19921875],0.08805267638075209
7548330544363293959,"Can your HDB apartment look like a luxury home? Look here! Say goodbye to traditional switches and easily control your entire home with a single smart panel: Lighting: Change the mood to your liking, allowing you to watch movies, have dinner, or sleep at the touch of a button Air conditioning: Automatic temperature control for comfort and energy efficiency Curtains: Slowly open in the morning and automatically close at night Door locks and security: Remotely monitor your phone for peace of mind Mobile phone and voice control: Stay in control, whether at home or away A smart home isn't just about technology; it makes life easier and more comfortable. Want your HDB apartment to instantly transform into a luxury home? Start with smart technology! #smarthome #HDBRenovation #smartswitch #luxuryhomes#luxuryhomesmart ",2025-09-10 13:37:45,155,9,0,0,1,0,51,576x1024,540p,h264,https://www.tiktok.com/@smart.home.in.sin/video/7548330544363293959,smart.home.in.sin,Smart home in Singapore,7548328047243215879,MS4wLjABAAAAmk_679bjx4RACKW6sFMzPYL6nsyjgaIJe9I8ZTDkmtsi6jSjKCk4vIJb10fxUy7f,False,0,5,12,3,7548330576378399489,original sound - Smart home in Singapore,Smart home in Singapore,True,https://v58.tiktokcdn.com/video/tos/alisg/tos-alisg-v-27dcd7/oMD4Li3KiEDEwuYAIBfdKAVBEA9t0BoDAA0qAv/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThjlkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2VmeXI5cmRqNjMzODU8NEBpM2VmeXI5cmRqNjMzODU8NEAyLTVvMmRzcS1hLS1kMS1zYSMyLTVvMmRzcS1hLS1kMS1zcw%3D%3D&vvpl=1&l=20250925232348C3B3FB28CE78220C73D3&VExpiration=1758900279&VSignature=za4lDKRwUGywWaLJWfgYSQ&btag=e00048000&cc=14,"smarthome, hdbrenovation, smartswitch, luxuryhomes, luxuryhomes",51.11,0.56,117.84426027129749,21.323499950616352,47.31169934479504,223.8999460805059,25.758783335198007,0.1579643093192333,5.422220938722406,5.5136761028916865,0.13695949911954608,118.19575614786328,6.5475222126821455,0.268084210677276,[83.35433468],0.11553761174826416
7547665817412881685,Which one are you? pt. 2 😎 Visit our showroom at 24 Keong Saik Road now to upgrade! #homesmart #design #home #smarthome #heysiri                  ,2025-09-08 18:38:18,164,2,0,0,1,0,4,576x1024,540p,h264,https://www.tiktok.com/@homesmart.sg/video/7547665817412881685,homesmart.sg,homesmart.sg,7034655691780473857,MS4wLjABAAAA7XU5zqlX8b6qsMaCRtIKC8e1FSdMshuBlUPwrUaeawa5f1DT0inwgkXoweOh-iW2,False,91900,20,569600,259,6717484596050528258,September,"Earth, Wind & Fire",False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oEfaIO13lQBd5CEhBS8DggnjtICZv9iMIebrQW,"homesmart, design, home, smarthome, heysiri",4.57,0.56,123.84471006954418,11.073343993659655,59.26940531680477,313.4066980629808,50.640324891324234,0.22794117647058823,3.268411262362611,9.848742481782464,0.2188183807439825,126.43947092692058,1.6671789098668979,0.06820951681839046,[123.046875],0.35204628453477294
