Video ID,Post Caption,Post Timestamp,Play Count,Like Count,Video Duration (s),Video Dimensions,Video Definition,Video Codec,Canonical URL,Creator Username,Creator Nickname,Creator User ID,Creator SEC UID,Creator Verified,Creator Follower Count,Music ID,Music Title,Music Author,Is Original Sound,Audio Play URL,Keywords,Region Flag,viral,log_likes,is_holdout,temporal_split,cv_fold_grouped,log1p_duration_s,log1p_play_count,aspect_ratio,caption_length,hashtag_count,mention_count,cap_ends_with_q,has_cta,cap_punctuation_count,hour_of_day,day_of_month,month,hour_bucket,is_weekend,sin_hour,cos_hour,is_verified_int,is_original_sound_int,music_id_freq_enc,video_def_enc,explicit_keyword_count,has_keywords
6995551362050247941,Reply to @itsavage Problem solved… @theswitchbot #switchbot  #smart #tech #smarthome #gadget #lazy,2021-08-12 22:32:08,7100000,281200,13,576x1024,540p,h264,https://www.tiktok.com/@thejunglebadger/video/6995551362050247941,thejunglebadger,Best Online Finds,6890081975471358977,MS4wLjABAAAAVKdWJVqPXfZn08L-R6BzRJUTS_Hesb4AM0cSv2pLrv1afxCJ_ib0p-VVZkGxvxLn,False,2700000,6758172399012677634,Buttercup,Jack Stauber,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oE9dvCBeubDBAiZRnPIfXOQtgIWwBwFM1oxDiB,"switchbot, smart, tech, smarthome, gadget, lazy",Global,viral,12.54682499510009,False,Train,1,2.6390573296152584,15.775605482856605,0.5625,98,6,2,0,0,0,22,12,8,late,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,6,1
7050372096538447106,Who needs a a helper when you already have a smart home?🤭 #homeautomation #smarthomesg #smarthome,2022-01-07 16:04:34,75700,1899,16,576x1024,540p,h264,https://www.tiktok.com/@smarthomesolutionssg/video/7050372096538447106,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9463,6869199442923408134,super rich kids,alchemizor,True,https://v58.tiktokcdn.com/video/tos/useast2a/tos-useast2a-v-27dcd7/f1087f9784c34acd8d94aacba7192e4c/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=246&bt=123&ds=5&ft=.NpOcInz7ThnmkeKXq8Zmo&mime_type=audio_mp4&qs=13&rc=M2k0NDVuOzg3dzMzNDU8M0BpM2k0NDVuOzg3dzMzNDU8M0AxMWBwX2BrbV5fLS1fMTZzYSMxMWBwX2BrbV5fLS1fMTZzcw%3D%3D&vvpl=1&l=2025092523062243F3583432CAF30AD365&VExpiration=1758899204&VSignature=kpP0pzTDQqNu5_3bUiH4tA&btag=e00078000&cc=14,"homeautomation, smarthomesg, smarthome",SG,viral,7.549609165154532,False,Train,1,2.833213344056216,11.234546649377918,0.5625,97,3,0,0,0,1,16,7,1,work,0,-0.8660254037844384,-0.5000000000000004,0,1,1,0,3,1
7106156503836445998,"Whether you’re trying to 🚿, 🥘, or 🧹, I’ve got you covered with this #SmartHome #Technology! #AmazonAlexa #Tech #SmartHomeInspiration #SmartHomeTechnology",2022-06-06 23:56:34,2700000,186100,27,576x1024,540p,h264,https://www.tiktok.com/@amazonalexa/video/7106156503836445998,amazonalexa,Alexa,6779270077473735685,MS4wLjABAAAA4YWQBRS81RsBzrxqhVldK7VzhXDeNEaxdVh_QW8eGZN5uA70OjXqWe8voOphSXzD,True,1300000,7106156476472789803,Smart Homes Just Make Sense 2,Alexa,True,https://v58.tiktokcdn.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/d746cd11196044dcbff6841c22867ded/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=248&bt=124&ds=5&ft=.NpOcInz7Th-lkeKXq8Zmo&mime_type=video_mp4&qs=13&rc=amw5bjo6ZmY1ZDMzZzU8NEBpamw5bjo6ZmY1ZDMzZzU8NEBuamtscjRnNGNgLS1kMS9zYSNuamtscjRnNGNgLS1kMS9zcw%3D%3D&vvpl=1&l=202509252324019CE547CA1468DF0BCC3A&VExpiration=1758900268&VSignature=3xdxZhuI7258fg8VwUxIng&btag=e00078000&cc=14,"smarthome, technology, amazonalexa, tech, smarthomeinspiration, smarthometechnology",Global,viral,12.134044816071038,False,Train,1,3.332204510175204,14.80876270134486,0.5625,153,6,0,0,0,4,23,6,6,late,0,-0.25881904510252157,0.9659258262890681,1,1,1,0,6,1
7118269108319259906,"Turning off the lights and fans, and opening the curtains with Apple Home in this client’s Homesmart.sg smart home! Apple HomeKit is, in our opinion, the best platform to control your smart home due to its ease-of-use, powerful features, and native integration with your Apple devices. And with Homesmart.sg, you can now integrate lights, fans, curtains (and much more!) into your Apple Home smart home.#homesmart #design #home #aqara #smartsecurity #smarthome #smartliving #smartlighting",2022-07-09 15:19:42,125900,1987,23,576x1024,540p,h264,https://www.tiktok.com/@homesmart.sg/video/7118269108319259906,homesmart.sg,homesmart.sg,7034655691780473857,MS4wLjABAAAA7XU5zqlX8b6qsMaCRtIKC8e1FSdMshuBlUPwrUaeawa5f1DT0inwgkXoweOh-iW2,False,91900,7028571054696040449,Sunshine,OneRepublic,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oc8ThUX0DYMiGi7MCLFdQSZOJBffmqBQE8gatk,"homesmart, design, home, aqara, smartsecurity, smarthome, smartliving, smartlighting",SG,viral,7.59488438721652,False,Train,1,3.1780538303479458,11.74325116281265,0.5625,488,8,0,0,0,14,15,9,7,work,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,8,1
7122084866186841345,Dont know whats best for your home? Let us help you 😇 Start your smart home journey with us today! ✨ #sgtiktok,2022-07-19 22:06:49,103900,2207,43,576x1024,540p,h264,https://www.tiktok.com/@smarthomesolutionssg/video/7122084866186841345,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9463,6792956373559691266,Roxanne - Instrumental,Califa Azul,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/0a0d743b51564fbd96b8860762a9c05b,sgtiktok,SG,viral,7.699842407396986,False,Train,1,3.784189633918261,11.551193801680078,0.5625,110,1,0,0,0,2,22,19,7,late,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,1,1
7166538032642854146,The future of houses with Futurahaus ✨🏠 #futurahaus #smarthometechnology #smartliving #smarthouse #homeautomation #motorisedcurtains #smartlights #control4,2022-11-16 17:07:49,60800,429,16,576x1024,540p,h264,https://www.tiktok.com/@futurahaus/video/7166538032642854146,futurahaus,Futurahaus SG Smart Home,6995248534434956289,MS4wLjABAAAApfrhTsGHk2cIuFwjtix49I7IVa7xJ2i5Id3MgLpLSuYydQ0SGFcAG6cAXsqyROCz,False,3461,7070678030062013226,BRENT MORGAN What Dreams Are Made Of,Brent Morgan,True,https://v16m.tiktokcdn.com/7e73ad50a0ddca920705440f1556832a/68d6b0db/video/tos/maliva/tos-maliva-v-27dcd7c799-us/8e101b0a2e4f41ea956c56f72d6118d0/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=246&bt=123&ds=5&ft=.NpOcInz7ThQakeKXq8Zmo&mime_type=audio_mp4&qs=13&rc=ajRyajo6Zmk0OzMzZzU8NEBpajRyajo6Zmk0OzMzZzU8NEBvZm5xcjQwZGRgLS1kMS9zYSNvZm5xcjQwZGRgLS1kMS9zcw%3D%3D&vvpl=1&l=20250925232701AFA5E58AFAE0B60CDCA8&btag=e00078000&cc=3,"futurahaus, smarthometechnology, smartliving, smarthouse, homeautomation, motorisedcurtains, smartlights, control4",SG,mid-viral,6.063785208687608,False,Train,1,2.833213344056216,11.015361515187424,0.5625,155,8,0,0,0,0,17,16,11,evening,0,-0.9659258262890683,-0.25881904510252063,0,1,1,0,8,1
7226768409327848705,5 things in my #smarthome that just #makesense #fy #fyp #foryou #hdb #interordesign #sgtiktok #home ,2023-04-28 00:32:26,283600,8002,19,576x1024,540p,h264,https://www.tiktok.com/@puchi.home/video/7226768409327848705,puchi.home,Puchi Home,7207445247272977413,MS4wLjABAAAAZCqQHp5xhvq9AAy0PYQJovJzTYFlPwtyq3BOIu6UtngeRcqtVxUtS5ZLoGOt8j18,False,10200,7201947689775958790,Bim Bom by João Gilberto,Sonya,True,https://v58.tiktokcdn.com/video/tos/useast2a/tos-useast2a-v-27dcd7/99cff16d1eb14c0fb5683f86dd7491c6/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThFmkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3dyazk6Zms6aTMzNzU8M0BpM3dyazk6Zms6aTMzNzU8M0BgcmBmcjRvXm1gLS1kMTZzYSNgcmBmcjRvXm1gLS1kMTZzcw%3D%3D&vvpl=1&l=202509252306101474A0CF006BEB0C8E3D&VExpiration=1758899190&VSignature=3QEfn7nH3md6SiFkkAla4A&btag=e00078000&cc=14,"smarthome, makesense, fy, fyp, foryou, hdb, interordesign, sgtiktok, home",SG,viral,8.987571750367046,False,Train,1,2.995732273553991,12.555323599726982,0.5625,100,9,0,0,0,0,0,28,4,late,0,0.0,1.0,0,1,1,0,9,1
7256958060546034945,🏠💡 Wanna level up your home? Tuya Smart got you covered!  🌐📱 Connect & control all your smart devices with a single app.  🚀🔌 Ready for a smarter living?  #tradehub21 #lifetechsg #singapore #smart #home #tuyasmart #tuyasmarthome ,2023-07-18 09:03:47,8215,41,63,576x1024,540p,h264,https://www.tiktok.com/@lifetechsg/video/7256958060546034945,lifetechsg,LIFE TECH SG,6999205101740295170,MS4wLjABAAAAqDdU-KmCbBrKN9gP9MYiWt3Q-RBzXBFRowMFNQyCyRDSLfv2Y5mJgVXudIlvs4Uq,False,9641,6867663002858948609,Happy People,Inspired,False,https://sf16-music-sign.tiktokcdn.com/obj/tos-alisg-ve-2774/oMMHGQWQSMyTnXxafgc8auVlJfCfCzARnRI5FD?lk3s=08d74b56&x-expires=1758835677&x-signature=NlZzXOaxBuMhx5T6gpUpE3CJahQ%3D,"tradehub21, lifetechsg, singapore, smart, home, tuyasmart, tuyasmarthome",SG,mid-viral,3.737669618283368,False,Train,1,4.1588830833596715,9.013838751608395,0.5625,228,7,0,0,0,4,9,18,7,commute,0,0.7071067811865476,-0.7071067811865475,0,0,1,0,7,1
7268383374119570721,Making a Smart Home shouldn’t be expensive or inconvenient. Let’s start our #smarthomejourney by clearing some misconceptions. #smarthome #tech #techtok ,2023-08-18 03:59:43,126700,5274,62,576x1024,540p,h264,https://www.tiktok.com/@plassonade/video/7268383374119570721,plassonade,Loris | Smart Home 🏡,6772142782033576966,MS4wLjABAAAA5XKiMgP6T-vu8ncPuGHAhHaPeG-_jDfEjYPSBEn3UZjk4PtBDkCg-cHeyv9oOJ-I,False,149500,7268383362975419168,original sound,Loris | Smart Home 🏡,True,https://v77.tiktokcdn.com/5ae719d17deb9421f4112d85983a0b26/68d6b099/video/tos/useast2a/tos-useast2a-v-2370-euttp/ogGIPIfKQCwZDgIDJeb8nknBNA3WkDUPDAIzA8/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThD~keKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=MzRqOjc6ZmY6bTMzZjU8M0BpMzRqOjc6ZmY6bTMzZjU8M0BtY2Q1cjRvbGNgLS1kMWNzYSNtY2Q1cjRvbGNgLS1kMWNzcw%3D%3D&vvpl=1&l=20250925232515F4744B3E1697B20C733C&btag=e00050000&cc=13,"smarthomejourney, smarthome, tech, techtok",Global,mid-viral,8.570733958344267,False,Train,1,4.143134726391533,11.749585258937909,0.5625,153,4,0,0,0,2,3,18,8,late,0,0.7071067811865475,0.7071067811865476,0,1,1,0,4,1
7272820193456295174,Turning Regular Laundry Machines into Smart Home Appliances! 🧺 #smarthome #smarthometechnology #smarthomeinspiration ,2023-08-30 02:56:50,35900,775,18,576x1024,540p,h264,https://www.tiktok.com/@.hoobs/video/7272820193456295174,.hoobs,HOOBS | Smart Home Hub ⚡️🏠,7256919334131057669,MS4wLjABAAAACmbRIx9JOvREz8b_RThdpHtf0TNqv67Gq8S8kP2eMUl1qExd4XH_tcAO5GN0cD4n,False,31300,7272820251145603846,original sound,HOOBS | Smart Home Hub ⚡️🏠,True,https://v77.tiktokcdn.com/aab1ddecd5b24970fa19870d2f838b77/68d6b086/video/tos/useast2a/tos-useast2a-v-27dcd7/oYD7ESDnAebClE8APJHuoyKE3Aew3TE3BfCWwg/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7Thb~keKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2w5ZzU6Znk2bTMzNzU8M0BpM2w5ZzU6Znk2bTMzNzU8M0AyX2xjcjRvcmtgLS1kMTZzYSMyX2xjcjRvcmtgLS1kMTZzcw%3D%3D&vvpl=1&l=202509252325404055A6D2C271910D61A5&btag=e00078000&cc=13,"smarthome, smarthometechnology, smarthomeinspiration",Global,mid-viral,6.654152520183219,False,Train,1,2.9444389791664403,10.488520429241627,0.5625,117,3,0,0,0,1,2,30,8,late,0,0.49999999999999994,0.8660254037844387,0,1,1,0,3,1
