Video ID,Post Caption,Post Timestamp,Like Count,Video Duration (s),Video Dimensions,Video Definition,Canonical URL,Creator Username,Creator Nickname,Creator User ID,Creator SEC UID,Creator Verified,Creator Follower Count,Music ID,Music Title,Music Author,Is Original Sound,Audio Play URL,Keywords,Region Flag,viral,log_likes,is_holdout,temporal_split,cv_fold_grouped,log1p_duration_s,log1p_play_count,aspect_ratio,caption_length,hashtag_count,mention_count,cap_ends_with_q,has_cta,cap_punctuation_count,hour_of_day,day_of_month,month,hour_bucket,is_weekend,sin_hour,cos_hour,is_verified_int,is_original_sound_int,music_id_freq_enc,video_def_enc,explicit_keyword_count,has_keywords,Creator Following Count,Creator Total Heart Count,Creator Total Video Count,duration_s,avg_brightness,brightness_fluctuation,avg_contrast,avg_sharpness,avg_colorfulness,face_presence_ratio,avg_motion,motion_fluctuation,cuts_per_second,intro_brightness,intro_motion,audio_loudness_rms,audio_tempo_bpm,silence_ratio,day_of_week,time_of_day_bucket,is_prime_time,emoji_count,uppercase_ratio,has_question,busy_video_score,hashtag_density,transcript,transcript_word_count,speaking_rate,transcript_question_count,transcript_has_cta,keyword_alexa,keyword_google_home,keyword_review,keyword_unboxing,keyword_tutorial,keyword_how_to,keyword_setup,keyword_automation,llm_topic
6995551362050247941,Reply to @itsavage Problem solved… @theswitchbot #switchbot  #smart #tech #smarthome #gadget #lazy,2021-08-12 22:32:08,281200,13,576x1024,540p,https://www.tiktok.com/@thejunglebadger/video/6995551362050247941,thejunglebadger,Best Online Finds,6890081975471358977,MS4wLjABAAAAVKdWJVqPXfZn08L-R6BzRJUTS_Hesb4AM0cSv2pLrv1afxCJ_ib0p-VVZkGxvxLn,False,2700000,6758172399012677634,Buttercup,Jack Stauber,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oE9dvCBeubDBAiZRnPIfXOQtgIWwBwFM1oxDiB,"switchbot, smart, tech, smarthome, gadget, lazy",Global,viral,12.54682499510009,False,Train,1,2.6390573296152584,15.775605482856603,0.5625,98,6,2,0,0,0,22,12,8,late,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,6,1,397,78800000,732,13.53,150.45956034861538,6.80834478600757,48.09723499907514,126.98835715993384,28.709767380378945,0.1777777777777777,2.6252777000814467,6.502629098830591,0.3695491500369549,154.1494748384452,1.815090362172068,0.165649571134245,[143.5546875],0.2014306017376381,3,Night,1,0,0.0,0,0.9701691426760704,0.0612244897959183, So the problem with the switch bar was that you couldn't turn the light off after switching it on. To solve this all you have to do is loop the wire around the bar and attach the sticky pad to the switch. Then put the robot into switch mode and you now have the option to turn the light on and off.,62,4.5824094604582415,0,0,0,0,0,0,0,0,0,0,Tutorial/How-To
7050372096538447106,Who needs a a helper when you already have a smart home?🤭 #homeautomation #smarthomesg #smarthome,2022-01-07 16:04:34,1899,16,576x1024,540p,https://www.tiktok.com/@smarthomesolutionssg/video/7050372096538447106,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9463,6869199442923408134,super rich kids,alchemizor,True,https://v58.tiktokcdn.com/video/tos/useast2a/tos-useast2a-v-27dcd7/f1087f9784c34acd8d94aacba7192e4c/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=246&bt=123&ds=5&ft=.NpOcInz7ThnmkeKXq8Zmo&mime_type=audio_mp4&qs=13&rc=M2k0NDVuOzg3dzMzNDU8M0BpM2k0NDVuOzg3dzMzNDU8M0AxMWBwX2BrbV5fLS1fMTZzYSMxMWBwX2BrbV5fLS1fMTZzcw%3D%3D&vvpl=1&l=2025092523062243F3583432CAF30AD365&VExpiration=1758899204&VSignature=kpP0pzTDQqNu5_3bUiH4tA&btag=e00078000&cc=14,"homeautomation, smarthomesg, smarthome",SG,viral,7.549609165154532,False,Train,1,2.833213344056216,11.234546649377918,0.5625,97,3,0,0,0,1,16,7,1,work,0,-0.8660254037844384,-0.5000000000000004,0,1,1,0,3,1,0,138800,202,16.11,44.738206393715416,44.69428025702655,32.220551148269784,72.20085044742946,28.363339606922747,0.0705394190871369,2.847634156905544,3.3400440483502516,0.0,61.698089723186726,4.8398496576003085,0.0659471131955844,[60.09265988],1.2203138855654867,4,Afternoon,0,1,0.0,1,0.0,0.0309278350515463, My smart home automation. I am home.,7,0.4345127250155183,0,0,0,0,0,0,0,0,0,1,Smart Home Tour
7106156503836445998,"Whether you’re trying to 🚿, 🥘, or 🧹, I’ve got you covered with this #SmartHome #Technology! #AmazonAlexa #Tech #SmartHomeInspiration #SmartHomeTechnology",2022-06-06 23:56:34,186100,27,576x1024,540p,https://www.tiktok.com/@amazonalexa/video/7106156503836445998,amazonalexa,Alexa,6779270077473735685,MS4wLjABAAAA4YWQBRS81RsBzrxqhVldK7VzhXDeNEaxdVh_QW8eGZN5uA70OjXqWe8voOphSXzD,True,1300000,7106156476472789803,Smart Homes Just Make Sense 2,Alexa,True,https://v58.tiktokcdn.com/video/tos/maliva/tos-maliva-v-27dcd7c799-us/d746cd11196044dcbff6841c22867ded/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=248&bt=124&ds=5&ft=.NpOcInz7Th-lkeKXq8Zmo&mime_type=video_mp4&qs=13&rc=amw5bjo6ZmY1ZDMzZzU8NEBpamw5bjo6ZmY1ZDMzZzU8NEBuamtscjRnNGNgLS1kMS9zYSNuamtscjRnNGNgLS1kMS9zcw%3D%3D&vvpl=1&l=202509252324019CE547CA1468DF0BCC3A&VExpiration=1758900268&VSignature=3xdxZhuI7258fg8VwUxIng&btag=e00078000&cc=14,"smarthome, technology, amazonalexa, tech, smarthomeinspiration, smarthometechnology",Global,viral,12.134044816071038,False,Train,1,3.332204510175204,14.80876270134486,0.5625,153,6,0,0,0,4,23,6,6,late,0,-0.2588190451025215,0.965925826289068,1,1,1,0,6,1,48,12600000,582,27.24,141.55261458747538,11.176698115665094,54.44412923119515,197.88060321314032,35.56451945814464,0.3128834355828221,3.198133191793532,4.302454313507634,0.1468428781204111,143.73747976144546,1.7277988415209191,0.1146690557351313,[135.99917763],0.4273460730351857,0,Night,0,3,0.0,0,0.469623082495379,0.0392156862745098," Things in a smart home that just makes sense. Part 2. Alexa, turn on the shower. Okay, turning on the shower. Alexa, set the microwave for three minutes. Microwaving for three minutes, starting now. Alexa, vacuum the living room. Sending Robo Rock to the living room.",46,1.6886930983847284,0,0,1,0,0,0,0,0,0,0,Smart Home Tour
7118269108319259906,"Turning off the lights and fans, and opening the curtains with Apple Home in this client’s Homesmart.sg smart home! Apple HomeKit is, in our opinion, the best platform to control your smart home due to its ease-of-use, powerful features, and native integration with your Apple devices. And with Homesmart.sg, you can now integrate lights, fans, curtains (and much more!) into your Apple Home smart home.#homesmart #design #home #aqara #smartsecurity #smarthome #smartliving #smartlighting",2022-07-09 15:19:42,1987,23,576x1024,540p,https://www.tiktok.com/@homesmart.sg/video/7118269108319259906,homesmart.sg,homesmart.sg,7034655691780473857,MS4wLjABAAAA7XU5zqlX8b6qsMaCRtIKC8e1FSdMshuBlUPwrUaeawa5f1DT0inwgkXoweOh-iW2,False,91900,7028571054696040449,Sunshine,OneRepublic,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oc8ThUX0DYMiGi7MCLFdQSZOJBffmqBQE8gatk,"homesmart, design, home, aqara, smartsecurity, smarthome, smartliving, smartlighting",SG,viral,7.59488438721652,False,Train,1,3.1780538303479458,11.74325116281265,0.5625,488,8,0,0,0,14,15,9,7,work,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,8,1,20,569600,259,23.47,121.11916800486756,12.506394918228784,56.75044074432243,140.12377772395098,35.991163596431015,0.2873399715504978,2.754308671850304,2.6103371398817146,0.0852151682999574,130.29671260127316,3.071698447145062,0.3029748854181214,[92.28515625],0.0607752848720708,5,Afternoon,0,0,0.0,0,0.2347088770217557,0.0163934426229508, Little bit like life is woo Now make a march is a little bit Spin the little more dig a bit of it Smile a little more and I'm in a win I've been running through the street I've chased another green light Throwing up for shit For a little bit of sunshine Hit me with the good vibes Pictures on my phone like Everything is so violent Little bit of sunshine,72,3.067746058798466,0,0,0,0,0,0,0,0,0,0,General Discussion
7122084866186841345,Dont know whats best for your home? Let us help you 😇 Start your smart home journey with us today! ✨ #sgtiktok,2022-07-19 22:06:49,2207,43,576x1024,540p,https://www.tiktok.com/@smarthomesolutionssg/video/7122084866186841345,smarthomesolutionssg,Smart Home Solutions Singapore,6838177033169699841,MS4wLjABAAAA57u-0lrv2Njbbck0J2UsWeJfuPj61NYjrVfAZ5_NhwSpN7jDv5yqKut-zaoenvvP,False,9463,6792956373559691266,Roxanne - Instrumental,Califa Azul,False,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/0a0d743b51564fbd96b8860762a9c05b,sgtiktok,SG,viral,7.699842407396986,False,Train,1,3.784189633918261,11.551193801680078,0.5625,110,1,0,0,0,2,22,19,7,late,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,1,1,0,138800,202,43.51,117.26783532057478,17.22545454455329,53.09899501313673,97.30441692102998,29.329118625164337,0.1687116564417178,2.825845757544894,6.044893889676367,0.2298322224775913,134.63749993971837,6.43446735146605,0.1219827080566864,[117.45383523],0.2931733019246504,1,Night,1,2,0.0,1,0.6494704108354157,0.009090909090909, Watch this video before buying the perfect smart switch for your home. These are the two main types of smart switches. The button clicks and rocks back and forth when you press them. The glass smart switch has a tempered glass touch panel. And some would prefer this as it won't make a sound that might wake up light sleepers at night. The colors don't just come in black and white. There's more. Head down to our showroom for a live demo.,82,1.8846242243162492,0,0,0,0,0,0,0,0,0,0,Product Comparison
7166538032642854146,The future of houses with Futurahaus ✨🏠 #futurahaus #smarthometechnology #smartliving #smarthouse #homeautomation #motorisedcurtains #smartlights #control4,2022-11-16 17:07:49,429,16,576x1024,540p,https://www.tiktok.com/@futurahaus/video/7166538032642854146,futurahaus,Futurahaus SG Smart Home,6995248534434956289,MS4wLjABAAAApfrhTsGHk2cIuFwjtix49I7IVa7xJ2i5Id3MgLpLSuYydQ0SGFcAG6cAXsqyROCz,False,3461,7070678030062013226,BRENT MORGAN What Dreams Are Made Of,Brent Morgan,True,https://v16m.tiktokcdn.com/7e73ad50a0ddca920705440f1556832a/68d6b0db/video/tos/maliva/tos-maliva-v-27dcd7c799-us/8e101b0a2e4f41ea956c56f72d6118d0/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=246&bt=123&ds=5&ft=.NpOcInz7ThQakeKXq8Zmo&mime_type=audio_mp4&qs=13&rc=ajRyajo6Zmk0OzMzZzU8NEBpajRyajo6Zmk0OzMzZzU8NEBvZm5xcjQwZGRgLS1kMS9zYSNvZm5xcjQwZGRgLS1kMS9zcw%3D%3D&vvpl=1&l=20250925232701AFA5E58AFAE0B60CDCA8&btag=e00078000&cc=3,"futurahaus, smarthometechnology, smartliving, smarthouse, homeautomation, motorisedcurtains, smartlights, control4",SG,mid-viral,6.063785208687608,False,Train,1,2.833213344056216,11.015361515187424,0.5625,155,8,0,0,0,0,17,16,11,evening,0,-0.9659258262890684,-0.2588190451025206,0,1,1,0,8,1,51,17100,140,16.04,89.4870218008536,34.96261886835752,58.87617591078184,114.40083008093946,38.62211151488876,0.1083333333333333,3.8272715273256654,10.75646298381749,0.4987531172069825,102.45390450183255,6.33782901716821,0.1797105578796211,[129.19921875],0.1200711373493703,2,Afternoon,0,2,0.0,0,1.9088636046512049,0.0516129032258064," Now everything take the color Hey now, hey now This is what dreams are made of",16,0.9975062344139652,0,0,0,0,0,0,0,0,0,0,General Discussion
7226768409327848705,5 things in my #smarthome that just #makesense #fy #fyp #foryou #hdb #interordesign #sgtiktok #home ,2023-04-28 00:32:26,8002,19,576x1024,540p,https://www.tiktok.com/@puchi.home/video/7226768409327848705,puchi.home,Puchi Home,7207445247272977413,MS4wLjABAAAAZCqQHp5xhvq9AAy0PYQJovJzTYFlPwtyq3BOIu6UtngeRcqtVxUtS5ZLoGOt8j18,False,10200,7201947689775958790,Bim Bom by João Gilberto,Sonya,True,https://v58.tiktokcdn.com/video/tos/useast2a/tos-useast2a-v-27dcd7/99cff16d1eb14c0fb5683f86dd7491c6/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThFmkeKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3dyazk6Zms6aTMzNzU8M0BpM3dyazk6Zms6aTMzNzU8M0BgcmBmcjRvXm1gLS1kMTZzYSNgcmBmcjRvXm1gLS1kMTZzcw%3D%3D&vvpl=1&l=202509252306101474A0CF006BEB0C8E3D&VExpiration=1758899190&VSignature=3QEfn7nH3md6SiFkkAla4A&btag=e00078000&cc=14,"smarthome, makesense, fy, fyp, foryou, hdb, interordesign, sgtiktok, home",SG,viral,8.987571750367046,False,Train,1,2.995732273553991,12.555323599726982,0.5625,100,9,0,0,0,0,0,28,4,late,0,0.0,1.0,0,1,1,0,9,1,18,184300,149,19.18,85.48667177905348,41.447687983308334,44.67475437475564,110.58722617912252,35.261529404316235,0.2560975609756097,3.509104128355272,11.607384643445538,0.886339937434828,106.264958853095,0.4293215824331275,0.0419737364484548,[95.703125],0.586431444319125,4,Late Night,0,0,0.0,0,3.110259133578708,0.09," Let's see how much vegan food I spend here, a thinking for a little bit, drink this grape ginkgo,UE have a lovely cartion dress.",24,1.251303441084463,0,0,0,0,0,0,0,0,0,0,General Discussion
7256958060546034945,🏠💡 Wanna level up your home? Tuya Smart got you covered!  🌐📱 Connect & control all your smart devices with a single app.  🚀🔌 Ready for a smarter living?  #tradehub21 #lifetechsg #singapore #smart #home #tuyasmart #tuyasmarthome ,2023-07-18 09:03:47,41,63,576x1024,540p,https://www.tiktok.com/@lifetechsg/video/7256958060546034945,lifetechsg,LIFE TECH SG,6999205101740295170,MS4wLjABAAAAqDdU-KmCbBrKN9gP9MYiWt3Q-RBzXBFRowMFNQyCyRDSLfv2Y5mJgVXudIlvs4Uq,False,9641,6867663002858948609,Happy People,Inspired,False,https://sf16-music-sign.tiktokcdn.com/obj/tos-alisg-ve-2774/oMMHGQWQSMyTnXxafgc8auVlJfCfCzARnRI5FD?lk3s=08d74b56&x-expires=1758835677&x-signature=NlZzXOaxBuMhx5T6gpUpE3CJahQ%3D,"tradehub21, lifetechsg, singapore, smart, home, tuyasmart, tuyasmarthome",SG,mid-viral,3.737669618283368,False,Train,1,4.1588830833596715,9.013838751608397,0.5625,228,7,0,0,0,4,9,18,7,commute,0,0.7071067811865476,-0.7071067811865475,0,0,1,0,7,1,687,31500,740,63.09,105.9182451603952,6.393701771664387,67.60764189960885,286.0801382951004,44.47851995755284,0.7371760973030143,3.1528557954758285,3.483315709100838,0.0475511174512601,100.168095040027,4.651688368055555,0.07263797042964,[123.046875],0.8462520504854313,1,Morning,0,6,0.0,1,0.1499218162375572,0.0307017543859649," ke Stage 5. Chiederti CCTV puang hyaf berkana di Kalau incompan dengan makanan tuja atau siapa yak怎樣, Res niet saya simpan. Jadi, kalau iya presenter sama diri avec olehät baterai addicted TV diagram, bukan RammmTOs. Kan makanan. Paranggak termasuk mengisidikan rib crestan. Pada acara- lang eligible payah ini ramai suami lagu dan ayung бумalah boleh yaa kuat memberitah юir konhold di Rammmto. Soud lama tuja bagaimana assez 쿠ahu rainforest yang memakaap suami van mereka sahaja怎么了. Kehlas yang merci pelanggan di dalam ruang kawaj Maul track impu dan tepat-tap ruang kawaj words. enquanto kahirnya jugaédah drug.",95,1.50578538595657,0,0,0,0,0,0,0,0,0,0,General Discussion
7268383374119570721,Making a Smart Home shouldn’t be expensive or inconvenient. Let’s start our #smarthomejourney by clearing some misconceptions. #smarthome #tech #techtok ,2023-08-18 03:59:43,5274,62,576x1024,540p,https://www.tiktok.com/@plassonade/video/7268383374119570721,plassonade,Loris | Smart Home 🏡,6772142782033576966,MS4wLjABAAAA5XKiMgP6T-vu8ncPuGHAhHaPeG-_jDfEjYPSBEn3UZjk4PtBDkCg-cHeyv9oOJ-I,False,149500,7268383362975419168,original sound,Loris | Smart Home 🏡,True,https://v77.tiktokcdn.com/5ae719d17deb9421f4112d85983a0b26/68d6b099/video/tos/useast2a/tos-useast2a-v-2370-euttp/ogGIPIfKQCwZDgIDJeb8nknBNA3WkDUPDAIzA8/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThD~keKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=MzRqOjc6ZmY6bTMzZjU8M0BpMzRqOjc6ZmY6bTMzZjU8M0BtY2Q1cjRvbGNgLS1kMWNzYSNtY2Q1cjRvbGNgLS1kMWNzcw%3D%3D&vvpl=1&l=20250925232515F4744B3E1697B20C733C&btag=e00050000&cc=13,"smarthomejourney, smarthome, tech, techtok",Global,mid-viral,8.570733958344267,False,Train,1,4.143134726391533,11.749585258937907,0.5625,153,4,0,0,0,2,3,18,8,late,0,0.7071067811865475,0.7071067811865476,0,1,1,0,4,1,115,6300000,290,62.42,90.75840915790104,57.99324328097226,45.07934160671109,221.05254859475795,41.68410036737696,0.4585783003741315,4.277741661119854,12.223980270177517,0.4806151874399231,88.21371471514918,7.711257233796297,0.1266693266418083,[117.45383523],0.271635857162474,4,Late Night,0,0,0.0,0,2.0559476102786864,0.0261437908496732," You wanna create your smart room where you don't know where to start and maybe you've got a few smart objects where you don't feel like it's making your life easier. This playlist is for you. I'll tell you everything you need to know in order to create the coolest smart room. Here are 3 secret rules you should keep in mind. Rule number 1. If it's not an improvement, don't do it or make it better. If you buy smart bulbs in your house and you need your phone to turn them on, you're doing it wrong. Flipping your Google switch is faster than using your phone. Rule number 2. The perfect smart room doesn't need apps or voice assistance. I know it can be hard to picture since literally every smart brand in the market sends you a positive signal by telling you how convenient it is to use their app to turn on their lights. But remember that the most profound technologies are the ones that disappear. Rule number 3. Avoid clouds at all costs. Apart from the security flaws and dollar are vesting, clouds can be unreliable. We all remember when Nest went down leaving all their users with a lot of freezing temperature inside their own homes. If you build a smart room, make it your own. These general rules would prevent you from wasting time and money while creating the best smart room. But remember that, above all, making a smart room is fun. Now we can move on on what you need to buy and which software you should use. See you in part 2.",272,4.357577699455303,0,0,0,0,0,0,0,0,0,0,Tutorial/How-To
7272820193456295174,Turning Regular Laundry Machines into Smart Home Appliances! 🧺 #smarthome #smarthometechnology #smarthomeinspiration ,2023-08-30 02:56:50,775,18,576x1024,540p,https://www.tiktok.com/@.hoobs/video/7272820193456295174,.hoobs,HOOBS | Smart Home Hub ⚡️🏠,7256919334131057669,MS4wLjABAAAACmbRIx9JOvREz8b_RThdpHtf0TNqv67Gq8S8kP2eMUl1qExd4XH_tcAO5GN0cD4n,False,31300,7272820251145603846,original sound,HOOBS | Smart Home Hub ⚡️🏠,True,https://v77.tiktokcdn.com/aab1ddecd5b24970fa19870d2f838b77/68d6b086/video/tos/useast2a/tos-useast2a-v-27dcd7/oYD7ESDnAebClE8APJHuoyKE3Aew3TE3BfCWwg/?a=1180&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7Thb~keKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2w5ZzU6Znk2bTMzNzU8M0BpM2w5ZzU6Znk2bTMzNzU8M0AyX2xjcjRvcmtgLS1kMTZzYSMyX2xjcjRvcmtgLS1kMTZzcw%3D%3D&vvpl=1&l=202509252325404055A6D2C271910D61A5&btag=e00078000&cc=13,"smarthome, smarthometechnology, smarthomeinspiration",Global,mid-viral,6.654152520183219,False,Train,1,2.9444389791664403,10.488520429241628,0.5625,117,3,0,0,0,1,2,30,8,late,0,0.4999999999999999,0.8660254037844387,0,1,1,0,3,1,13,507500,42,18.23,116.61213641254618,41.9872704812826,54.991906920180966,91.75072059214958,61.50780758683758,0.2732342007434944,8.167751304951754,9.078763940500886,0.7131102578167855,121.17396776707066,15.5456805295464,0.1776956137116968,[107.66601562],0.1522448136805889,2,Late Night,0,1,0.0,0,5.824507238857532,0.0256410256410256," Smart Home Automations You Need Part 1 Can these regular laundry machines become smart? You can use these vibration sensors connected to hoops to detect movement if the machines are on, off. It will automatically send you or other people you choose a notification.",44,2.4136039495337354,1,0,0,0,0,0,0,0,0,1,Tutorial/How-To
